"Begin Time","SERVER","DISTRICT","GROUP","SYSTEM","CELL","CARRIER","BS","Handover Success Rate (%)-N  ","Number  of Attempted handover-20275","Number  of Successful handover-20276"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2134]DH17104","1","0","1","75.000","4","3"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2134]DH17104","2","0","2","100.000","3","3"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2137]DH17079","0","0","0","100.000","17","17"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2137]DH17079","1","0","1","100.000","3","3"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2137]DH17079","2","0","2","100.000","0","0"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2140]DH17103","0","0","0","100.000","9","9"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2140]DH17103","1","0","1","100.000","7","7"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2140]DH17103","2","0","2","100.000","6","6"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2148]DH17124","0","0","0","73.684","19","14"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2148]DH17124","1","0","1","94.444","18","17"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2148]DH17124","2","0","2","100.000","0","0"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2149]DH17125","0","0","0","100.000","60","60"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2149]DH17125","1","0","1","100.000","41","41"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2149]DH17125","2","0","2","100.000","46","46"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2164]DH17131","0","0","0","94.872","117","111"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2164]DH17131","1","0","1","99.306","144","143"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2164]DH17131","2","0","2","100.000","0","0"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2167]DH17123","0","0","0","100.000","304","304"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2167]DH17123","1","0","1","80.690","290","234"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2167]DH17123","2","0","2","100.000","1","1"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2194]DH17141","0","0","0","100.000","32","32"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2194]DH17141","1","0","1","100.000","87","87"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2194]DH17141","2","0","2","100.000","103","103"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2210]DH17047","0","0","0","100.000","335","335"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2210]DH17047","1","0","1","100.000","75","75"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2210]DH17047","2","0","2","100.000","235","235"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2214]DH17163","0","0","0","98.214","56","55"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2214]DH17163","1","0","1","98.592","71","70"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2214]DH17163","2","0","2","0.000","1","0"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2239]DH17126","0","0","0","99.471","189","188"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2239]DH17126","1","0","1","99.612","516","514"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2239]DH17126","2","0","2","100.000","0","0"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2244]DH17132","0","0","0","100.000","50","50"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2244]DH17132","1","0","1","100.000","84","84"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2244]DH17132","2","0","2","100.000","18","18"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2246]DH17122","0","0","0","100.000","2","2"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2246]DH17122","1","0","1","100.000","11","11"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2246]DH17122","2","0","2","100.000","11","11"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2279]DH17140","0","0","0","100.000","91","91"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2279]DH17140","1","0","1","100.000","112","112"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2279]DH17140","2","0","2","100.000","141","141"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2287]DH17113","0","0","0","100.000","125","125"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2287]DH17113","1","0","1","100.000","97","97"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2287]DH17113","2","0","2","100.000","283","283"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2288]DH17167","0","0","0","100.000","49","49"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2288]DH17167","1","0","1","100.000","55","55"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2288]DH17167","2","0","2","86.364","22","19"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2291]DH17127","0","0","0","100.000","47","47"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2291]DH17127","1","0","1","100.000","35","35"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2291]DH17127","2","0","2","95.455","66","63"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2292]DH17133","0","0","0","100.000","400","400"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2292]DH17133","1","0","1","98.282","291","286"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2292]DH17133","2","0","2","99.190","247","245"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2293]DH17338","0","0","0","100.000","7","7"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2293]DH17338","1","0","1","100.000","5","5"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2293]DH17338","2","0","2","100.000","0","0"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2316]DH17128","0","0","0","99.123","114","113"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2316]DH17128","1","0","1","100.000","15","15"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2316]DH17128","2","0","2","84.000","25","21"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2318]DH17134","0","0","0","99.539","217","216"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2318]DH17134","1","0","1","99.010","101","100"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2318]DH17134","2","0","2","99.115","113","112"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2339]DH17136","0","0","0","92.000","50","46"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2339]DH17136","1","0","1","29.050","179","52"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2339]DH17136","2","0","2","99.401","167","166"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2365]DH17138","0","0","0","100.000","13","13"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2365]DH17138","1","0","1","100.000","117","117"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2365]DH17138","2","0","2","100.000","106","106"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2367]DH17369","0","0","0","100.000","7","7"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2367]DH17369","1","0","1","100.000","69","69"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2367]DH17369","2","0","2","100.000","108","108"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2369]DH17382","0","0","0","100.000","4","4"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2369]DH17382","1","0","1","100.000","38","38"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2369]DH17382","2","0","2","92.857","42","39"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2382]DH17160","0","0","0","65.714","35","23"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2382]DH17160","1","0","1","100.000","65","65"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2382]DH17160","2","0","2","100.000","38","38"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2401]DH17621","0","0","0","100.000","3","3"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2401]DH17621","1","0","1","100.000","1","1"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2401]DH17621","2","0","2","100.000","0","0"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2402]DH17625","0","0","0","100.000","2","2"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2402]DH17625","1","0","1","100.000","0","0"
"2016-09-25","[100002]CNO2","[1]DHAKA-BBUB","-","[2402]DH17625","2","0","2","100.000","8","8"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[4000]DH17142","0","0","0","100.000","58","58"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[4000]DH17142","1","0","1","100.000","0","0"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[4000]DH17142","2","0","2","100.000","152","152"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6005]DH17022","0","0","0","100.000","23","23"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6005]DH17022","1","0","1","100.000","15","15"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6005]DH17022","2","0","2","100.000","2","2"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6006]DH17010","0","0","0","100.000","14","14"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6006]DH17010","1","0","1","100.000","7","7"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6006]DH17010","2","0","2","100.000","21","21"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6007]DH17084","0","0","0","100.000","1","1"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6007]DH17084","1","0","1","100.000","34","34"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6007]DH17084","2","0","2","100.000","23","23"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6008]DH17023","0","0","0","100.000","81","81"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6008]DH17023","1","0","1","100.000","45","45"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6008]DH17023","2","0","2","100.000","115","115"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6009]DH17032","0","0","0","100.000","136","136"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6009]DH17032","1","0","1","100.000","8","8"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6009]DH17032","2","0","2","100.000","14","14"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6010]DH17129","0","0","0","100.000","55","55"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6010]DH17129","1","0","1","100.000","251","251"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6010]DH17129","2","0","2","100.000","229","229"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6011]DH17137","0","0","0","100.000","35","35"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6011]DH17137","1","0","1","100.000","803","803"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6011]DH17137","2","0","2","100.000","859","859"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6012]DH17455","0","0","0","100.000","13","13"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6012]DH17455","1","0","1","100.000","19","19"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6012]DH17455","2","0","2","100.000","19","19"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6018]DH17048","0","0","0","100.000","13","13"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6018]DH17048","1","0","1","100.000","20","20"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6018]DH17048","2","0","2","100.000","23","23"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6019]DH17038","0","0","0","100.000","326","326"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6019]DH17038","1","0","1","100.000","6","6"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6019]DH17038","2","0","2","100.000","69","69"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6020]DH17066","0","0","0","100.000","28","28"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6020]DH17066","1","0","1","100.000","29","29"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6020]DH17066","2","0","2","100.000","209","209"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6022]DH17037","0","0","0","100.000","120","120"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6022]DH17037","1","0","1","100.000","118","118"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6022]DH17037","2","0","2","100.000","65","65"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6046]DH17135","0","0","0","100.000","33","33"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6046]DH17135","1","0","1","100.000","73","73"
"2016-09-25","[100002]CNO2","[2]DHAKA - BBUC","-","[6046]DH17135","2","0","2","100.000","22","22"
"2016-09-25","[100002]CNO2","[4]PICO","[2]PICO-DHAKA","[0]PICO2-Uttara","-","0","-","100.000","0","0"
"2016-09-25","[100002]CNO2","[8]NG","-","[3700]NG47068","0","0","0","99.836","608","607"
"2016-09-25","[100002]CNO2","[8]NG","-","[3700]NG47068","1","0","1","99.390","164","163"
"2016-09-25","[100002]CNO2","[8]NG","-","[3700]NG47068","2","0","2","98.964","772","764"
"2016-09-25","[100002]CNO2","[8]NG","-","[3701]NG47001","0","0","0","100.000","82","82"
"2016-09-25","[100002]CNO2","[8]NG","-","[3701]NG47001","1","0","1","100.000","71","71"
"2016-09-25","[100002]CNO2","[8]NG","-","[3701]NG47001","2","0","2","100.000","58","58"
"2016-09-25","[100002]CNO2","[8]NG","-","[3702]NG47002","0","0","0","100.000","0","0"
"2016-09-25","[100002]CNO2","[8]NG","-","[3702]NG47002","1","0","1","98.148","54","53"
"2016-09-25","[100002]CNO2","[8]NG","-","[3702]NG47002","2","0","2","94.595","74","70"
"2016-09-25","[100002]CNO2","[8]NG","-","[3703]NG47101","0","0","0","97.196","107","104"
"2016-09-25","[100002]CNO2","[8]NG","-","[3703]NG47101","1","0","1","98.571","70","69"
"2016-09-25","[100002]CNO2","[8]NG","-","[3703]NG47101","2","0","2","97.500","40","39"
"2016-09-25","[100002]CNO2","[8]NG","-","[3704]NG47084","0","0","0","100.000","55","55"
"2016-09-25","[100002]CNO2","[8]NG","-","[3704]NG47084","1","0","1","100.000","166","166"
"2016-09-25","[100002]CNO2","[8]NG","-","[3704]NG47084","2","0","2","100.000","102","102"
"2016-09-25","[100002]CNO2","[8]NG","-","[3705]NG47093","0","0","0","100.000","40","40"
"2016-09-25","[100002]CNO2","[8]NG","-","[3705]NG47093","1","0","1","100.000","99","99"
"2016-09-25","[100002]CNO2","[8]NG","-","[3705]NG47093","2","0","2","100.000","146","146"
"2016-09-25","[100002]CNO2","[8]NG","-","[3710]NG47100","0","0","0","99.695","655","653"
"2016-09-25","[100002]CNO2","[8]NG","-","[3710]NG47100","1","0","1","97.137","524","509"
"2016-09-25","[100002]CNO2","[8]NG","-","[3710]NG47100","2","0","2","98.913","92","91"
"2016-09-25","[100002]CNO2","[8]NG","-","[3713]NG47103","0","0","0","96.970","99","96"
"2016-09-25","[100002]CNO2","[8]NG","-","[3713]NG47103","1","0","1","100.000","36","36"
"2016-09-25","[100002]CNO2","[8]NG","-","[3713]NG47103","2","0","2","99.479","192","191"
"2016-09-25","[100002]CNO2","[8]NG","-","[3714]NG47104","0","0","0","91.892","481","442"
"2016-09-25","[100002]CNO2","[8]NG","-","[3714]NG47104","1","0","1","99.875","802","801"
"2016-09-25","[100002]CNO2","[8]NG","-","[3714]NG47104","2","0","2","93.287","864","806"
"2016-09-25","[100002]CNO2","[8]NG","-","[3763]NG47063","0","0","0","100.000","0","0"
"2016-09-25","[100002]CNO2","[8]NG","-","[3763]NG47063","1","0","1","100.000","3","3"
"2016-09-25","[100002]CNO2","[8]NG","-","[3763]NG47063","2","0","2","100.000","0","0"
"2016-09-25","[100002]CNO2","[8]NG","-","[3794]NG47094","0","0","0","98.851","87","86"
"2016-09-25","[100002]CNO2","[8]NG","-","[3794]NG47094","1","0","1","100.000","172","172"
"2016-09-25","[100002]CNO2","[8]NG","-","[3794]NG47094","2","0","2","95.804","286","274"
"2016-09-25","[100002]CNO2","[8]NG","-","[3799]NG47099","0","0","0","99.760","416","415"
"2016-09-25","[100002]CNO2","[8]NG","-","[3799]NG47099","1","0","1","100.000","42","42"
"2016-09-25","[100002]CNO2","[8]NG","-","[3799]NG47099","2","0","2","99.008","706","699"
"2016-09-25","[100002]CNO2","[9]GP","-","[3800]GP37020","0","0","0","100.000","60","60"
"2016-09-25","[100002]CNO2","[9]GP","-","[3800]GP37020","1","0","1","100.000","419","419"
"2016-09-25","[100002]CNO2","[9]GP","-","[3800]GP37020","2","0","2","100.000","111","111"
"2016-09-25","[100002]CNO2","[9]GP","-","[3801]GP37021","0","0","0","100.000","1282","1282"
"2016-09-25","[100002]CNO2","[9]GP","-","[3801]GP37021","1","0","1","100.000","846","846"
"2016-09-25","[100002]CNO2","[9]GP","-","[3801]GP37021","2","0","2","100.000","77","77"
"2016-09-25","[100002]CNO2","[9]GP","-","[3802]GP37014","0","0","0","100.000","24","24"
"2016-09-25","[100002]CNO2","[9]GP","-","[3802]GP37014","1","0","1","99.630","270","269"
"2016-09-25","[100002]CNO2","[9]GP","-","[3802]GP37014","2","0","2","99.573","234","233"
"2016-09-25","[100002]CNO2","[9]GP","-","[3803]GP37015","0","0","0","100.000","84","84"
"2016-09-25","[100002]CNO2","[9]GP","-","[3803]GP37015","1","0","1","100.000","35","35"
"2016-09-25","[100002]CNO2","[9]GP","-","[3803]GP37015","2","0","2","100.000","24","24"
"2016-09-25","[100002]CNO2","[9]GP","-","[3804]GP37004","0","0","0","100.000","48","48"
"2016-09-25","[100002]CNO2","[9]GP","-","[3804]GP37004","1","0","1","100.000","50","50"
"2016-09-25","[100002]CNO2","[9]GP","-","[3804]GP37004","2","0","2","100.000","12","12"
"2016-09-25","[100002]CNO2","[9]GP","-","[3805]GP37048","0","0","0","94.531","384","363"
"2016-09-25","[100002]CNO2","[9]GP","-","[3805]GP37048","1","0","1","100.000","0","0"
"2016-09-25","[100002]CNO2","[9]GP","-","[3805]GP37048","2","0","2","97.899","714","699"
"2016-09-25","[100002]CNO2","[9]GP","-","[6000]GP37007","0","0","0","100.000","14","14"
"2016-09-25","[100002]CNO2","[9]GP","-","[6000]GP37007","1","0","1","100.000","4642","4642"
"2016-09-25","[100002]CNO2","[9]GP","-","[6000]GP37007","2","0","2","100.000","4586","4586"
"2016-09-25","[100002]CNO2","[9]GP","-","[7001]GP37001","0","0","0","92.593","54","50"
"2016-09-25","[100002]CNO2","[9]GP","-","[7001]GP37001","1","0","1","98.113","53","52"
"2016-09-25","[100002]CNO2","[9]GP","-","[7001]GP37001","2","0","2","100.000","0","0"
"2016-09-25","[100002]CNO2","[9]GP","-","[7002]GP37017","0","0","0","98.960","481","476"
"2016-09-25","[100002]CNO2","[9]GP","-","[7002]GP37017","1","0","1","94.350","177","167"
"2016-09-25","[100002]CNO2","[9]GP","-","[7002]GP37017","2","0","2","97.561","123","120"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8001]MY45001","0","0","0","100.000","38","38"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8001]MY45001","1","0","1","98.283","233","229"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8001]MY45001","2","0","2","93.220","59","55"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8002]MY45007","0","0","0","87.537","337","295"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8002]MY45007","1","0","1","93.382","136","127"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8002]MY45007","2","0","2","97.872","47","46"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8003]MY45009","0","0","0","100.000","0","0"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8003]MY45009","1","0","1","100.000","0","0"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8003]MY45009","2","0","2","96.154","52","50"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8004]MY45012","0","0","0","100.000","0","0"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8004]MY45012","1","0","1","97.917","48","47"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8004]MY45012","2","0","2","100.000","0","0"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8005]MY45016","0","0","0","100.000","89","89"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8005]MY45016","1","0","1","100.000","100","100"
"2016-09-25","[100002]CNO2","[10]MYMENSING-BBUB","-","[8005]MY45016","2","0","2","100.000","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2054]Test BTS_Banani(BBUB)","2","0","2","","",""
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2055]DH17005","0","0","0","99.329","149","148"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2055]DH17005","1","0","1","100.000","138","138"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2055]DH17005","2","0","2","96.000","50","48"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2059]DH17030","0","0","0","100.000","11","11"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2059]DH17030","1","0","1","100.000","18","18"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2059]DH17030","2","0","2","100.000","20","20"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2061]DH17054","0","0","0","100.000","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2061]DH17054","1","0","1","100.000","42","42"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2061]DH17054","2","0","2","100.000","6","6"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2067]DH17143","0","0","0","100.000","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2067]DH17143","1","0","1","100.000","7","7"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2067]DH17143","2","0","2","100.000","20","20"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2081]DH17130","0","0","0","98.182","55","54"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2081]DH17130","1","0","1","89.172","157","140"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2081]DH17130","2","0","2","100.000","27","27"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2123]DH17067","0","0","0","100.000","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2123]DH17067","1","0","1","95.946","74","71"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2123]DH17067","2","0","2","100.000","49","49"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2128]DH17139","0","0","0","97.059","34","33"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2128]DH17139","1","0","1","33.333","78","26"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2128]DH17139","2","0","2","95.000","60","57"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2134]DH17104","0","0","0","100.000","7","7"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2134]DH17104","1","0","1","100.000","18","18"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2134]DH17104","2","0","2","100.000","2","2"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2137]DH17079","0","0","0","100.000","41","41"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2137]DH17079","1","0","1","93.333","30","28"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2137]DH17079","2","0","2","100.000","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2140]DH17103","0","0","0","100.000","66","66"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2140]DH17103","1","0","1","98.765","81","80"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2140]DH17103","2","0","2","100.000","12","12"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2148]DH17124","0","0","0","90.000","10","9"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2148]DH17124","1","0","1","100.000","28","28"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2148]DH17124","2","0","2","100.000","3","3"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2149]DH17125","0","0","0","100.000","24","24"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2149]DH17125","1","0","1","100.000","21","21"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2149]DH17125","2","0","2","100.000","24","24"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2164]DH17131","0","0","0","99.038","104","103"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2164]DH17131","1","0","1","100.000","53","53"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2164]DH17131","2","0","2","100.000","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2167]DH17123","0","0","0","98.347","121","119"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2167]DH17123","1","0","1","71.264","87","62"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2167]DH17123","2","0","2","100.000","0","0"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2194]DH17141","0","0","0","100.000","8","8"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2194]DH17141","1","0","1","94.444","18","17"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2194]DH17141","2","0","2","94.737","19","18"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2210]DH17047","0","0","0","100.000","177","177"
"2016-09-26","[100002]CNO2","[1]DHAKA-BBUB","-","[2210]DH17047","1","0","1","100.000","41","41"
