"Begin Time","SERVER","DISTRICT","GROUP","SYSTEM","CELL","CARRIER","BS","Handover  Success Rate (%)-20274","Number  of Attempted handover-20275","Number  of Successful handover-20276"
"2016-09-24","[100001]CNO2","[38]BO","-","[13801]BO72010","1","0","1","100.00","152","152"
"2016-09-24","[100001]CNO2","[38]BO","-","[13801]BO72010","2","0","2","100.00","117","117"
"2016-09-24","[100001]CNO2","[38]BO","-","[13802]BO72014","0","0","0","100.00","684","684"
"2016-09-24","[100001]CNO2","[38]BO","-","[13802]BO72014","1","0","1","100.00","126","126"
"2016-09-24","[100001]CNO2","[38]BO","-","[13802]BO72014","2","0","2","100.00","165","165"
"2016-09-24","[100001]CNO2","[38]BO","-","[13803]BO72013","0","0","0","100.00","186","186"
"2016-09-24","[100001]CNO2","[38]BO","-","[13803]BO72013","1","0","1","99.01","304","301"
"2016-09-24","[100001]CNO2","[38]BO","-","[13803]BO72013","2","0","2","100.00","145","145"
"2016-09-24","[100001]CNO2","[38]BO","-","[13804]BO72012","0","0","0","100.00","176","176"
"2016-09-24","[100001]CNO2","[38]BO","-","[13804]BO72012","1","0","1","99.73","1091","1088"
"2016-09-24","[100001]CNO2","[38]BO","-","[13804]BO72012","2","0","2","99.53","213","212"
"2016-09-24","[100001]CNO2","[38]BO","-","[13805]BO72015","0","0","0","100.00","657","657"
"2016-09-24","[100001]CNO2","[38]BO","-","[13805]BO72015","1","0","1","100.00","583","583"
"2016-09-24","[100001]CNO2","[38]BO","-","[13805]BO72015","2","0","2","100.00","1058","1058"
"2016-09-24","[100001]CNO2","[38]BO","-","[13806]BO72009","0","0","0","100.00","244","244"
"2016-09-24","[100001]CNO2","[38]BO","-","[13806]BO72009","1","0","1","100.00","209","209"
"2016-09-24","[100001]CNO2","[38]BO","-","[13806]BO72009","2","0","2","100.00","86","86"
"2016-09-24","[100001]CNO2","[38]BO","-","[13807]BO72003","0","0","0","100.00","8","8"
"2016-09-24","[100001]CNO2","[38]BO","-","[13807]BO72003","1","0","1","99.56","229","228"
"2016-09-24","[100001]CNO2","[38]BO","-","[13807]BO72003","2","0","2","100.00","79","79"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2177]CT24024","0","0","0","100.00","71","71"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2177]CT24024","1","0","1","98.15","54","53"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2177]CT24024","2","0","2","98.76","161","159"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2178]CT24028","0","0","0","94.51","328","310"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2178]CT24028","1","0","1","100.00","171","171"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2178]CT24028","2","0","2","96.11","437","420"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2179]CT24120","0","0","0","100.00","161","161"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2179]CT24120","1","0","1","100.00","46","46"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2179]CT24120","2","0","2","100.00","265","265"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2180]CT24033","0","0","0","98.89","451","446"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2180]CT24033","1","0","1","91.01","445","405"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2180]CT24033","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2181]CT24055","0","0","0","99.83","593","592"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2181]CT24055","1","0","1","100.00","43","43"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2181]CT24055","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2182]CT24066","0","0","0","98.35","242","238"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2182]CT24066","1","0","1","98.98","391","387"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2182]CT24066","2","0","2","97.68","474","463"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2183]CT24074","0","0","0","100.00","227","227"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2183]CT24074","1","0","1","99.26","403","400"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2183]CT24074","2","0","2","99.19","370","367"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2184]CT24078","0","0","0","99.96","2715","2714"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2184]CT24078","1","0","1","100.00","215","215"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2184]CT24078","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2185]CT24087","0","0","0","97.35","151","147"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2185]CT24087","1","0","1","98.74","396","391"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2185]CT24087","2","0","2","100.00","360","360"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2207]CT24117","0","0","0","99.71","1052","1049"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2207]CT24117","1","0","1","99.28","1107","1099"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2207]CT24117","2","0","2","97.75","267","261"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2211]CT24006","0","0","0","98.46","130","128"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2211]CT24006","1","0","1","98.35","182","179"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2211]CT24006","2","0","2","100.00","153","153"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2312]CT24080","0","0","0","96.49","57","55"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2312]CT24080","1","0","1","96.97","33","32"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2312]CT24080","2","0","2","94.39","107","101"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2313]CT24064","0","0","0","94.32","88","83"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2313]CT24064","1","0","1","99.15","117","116"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2313]CT24064","2","0","2","98.18","55","54"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2314]CT24051","0","0","0","100.00","9","9"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2314]CT24051","1","0","1","100.00","15","15"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2314]CT24051","2","0","2","50.00","20","10"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2315]CT24047","0","0","0","98.95","191","189"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2315]CT24047","1","0","1","61.11","18","11"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2315]CT24047","2","0","2","95.97","397","381"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2316]CT24045","0","0","0","100.00","16","16"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2316]CT24045","1","0","1","100.00","210","210"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2316]CT24045","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2317]CT24089","0","0","0","99.45","183","182"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2317]CT24089","1","0","1","99.40","168","167"
"2016-09-25","[100001]CNO2","[2]CTG","-","[2317]CT24089","2","0","2","96.91","583","565"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4407]CT24056","0","0","0","100.00","13","13"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4407]CT24056","1","0","1","99.61","255","254"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4407]CT24056","2","0","2","96.79","778","753"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4408]CT24123","0","0","0","99.44","1080","1074"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4408]CT24123","1","0","1","98.45","193","190"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4408]CT24123","2","0","2","96.58","146","141"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4409]CT24153","0","0","0","97.45","392","382"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4409]CT24153","1","0","1","92.02","1115","1026"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4409]CT24153","2","0","2","98.23","113","111"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4410]CT24143","0","0","0","97.37","114","111"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4410]CT24143","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4410]CT24143","2","0","2","100.00","6","6"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4411]CT24085","0","0","0","100.00","13","13"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4411]CT24085","1","0","1","98.12","266","261"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4411]CT24085","2","0","2","100.00","135","135"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4412]CT24094","0","0","0","98.44","192","189"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4412]CT24094","1","0","1","99.72","363","362"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4412]CT24094","2","0","2","89.13","184","164"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4413]CT24114","0","0","0","100.00","97","97"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4413]CT24114","1","0","1","81.75","126","103"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4413]CT24114","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4414]CT24125","0","0","0","93.16","190","177"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4414]CT24125","1","0","1","94.67","75","71"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4414]CT24125","2","0","2","92.83","223","207"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4415]CT24020","0","0","0","99.40","167","166"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4415]CT24020","1","0","1","91.90","247","227"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4415]CT24020","2","0","2","98.98","294","291"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4416]CT24054","0","0","0","100.00","74","74"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4416]CT24054","1","0","1","100.00","76","76"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4416]CT24054","2","0","2","100.00","67","67"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4417]CT24142","0","0","0","87.67","73","64"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4417]CT24142","1","0","1","99.36","156","155"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4417]CT24142","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4418]CT24141","0","0","0","100.00","48","48"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4418]CT24141","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4418]CT24141","2","0","2","100.00","51","51"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4419]CT24119","0","0","0","99.39","164","163"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4419]CT24119","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4419]CT24119","2","0","2","98.00","50","49"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4420]CT24180","0","0","0","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4420]CT24180","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4420]CT24180","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4421]CT24093","0","0","0","96.08","204","196"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4421]CT24093","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4421]CT24093","2","0","2","99.04","104","103"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4422]CT24044","0","0","0","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4422]CT24044","1","0","1","98.68","303","299"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4422]CT24044","2","0","2","98.08","156","153"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4423]CT24061","0","0","0","60.98","82","50"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4423]CT24061","1","0","1","99.16","119","118"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4423]CT24061","2","0","2","99.28","139","138"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4424]CT24059","0","0","0","100.00","76","76"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4424]CT24059","1","0","1","98.65","520","513"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4424]CT24059","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4425]CT24058","0","0","0","100.00","477","477"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4425]CT24058","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4425]CT24058","2","0","2","100.00","23","23"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4426]CT24021","0","0","0","97.89","95","93"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4426]CT24021","1","0","1","99.43","175","174"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4426]CT24021","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4427]CT24088","0","0","0","98.06","103","101"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4427]CT24088","1","0","1","98.34","181","178"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4427]CT24088","2","0","2","98.57","349","344"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4428]CT24042","0","0","0","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4428]CT24042","1","0","1","98.41","503","495"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4428]CT24042","2","0","2","98.21","56","55"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4429]CT24133","0","0","0","96.73","642","621"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4429]CT24133","1","0","1","95.75","1083","1037"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4429]CT24133","2","0","2","100.00","490","490"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4430]CT24106","0","0","0","99.44","355","353"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4430]CT24106","1","0","1","89.32","103","92"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4430]CT24106","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4431]CT24108","0","0","0","91.49","47","43"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4431]CT24108","1","0","1","100.00","88","88"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4431]CT24108","2","0","2","88.00","100","88"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4432]CT24107","0","0","0","96.70","182","176"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4432]CT24107","1","0","1","99.26","272","270"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4432]CT24107","2","0","2","95.57","203","194"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4433]CT24031","0","0","0","97.65","85","83"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4433]CT24031","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4433]CT24031","2","0","2","95.82","526","504"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4434]CT24116","0","0","0","100.00","318","318"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4434]CT24116","1","0","1","98.13","640","628"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4434]CT24116","2","0","2","98.21","112","110"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4435]CT24110","0","0","0","97.47","79","77"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4435]CT24110","1","0","1","100.00","75","75"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4435]CT24110","2","0","2","98.88","89","88"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4437]CT24148","0","0","0","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4437]CT24148","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4437]CT24148","2","0","2","100.00","5","5"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4440]CT24015","0","0","0","97.77","179","175"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4440]CT24015","1","0","1","98.92","279","276"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4440]CT24015","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4441]CT24124","0","0","0","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4441]CT24124","1","0","1","98.28","58","57"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4441]CT24124","2","0","2","99.28","139","138"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4442]CT24034","0","0","0","98.32","238","234"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4442]CT24034","1","0","1","100.00","372","372"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4442]CT24034","2","0","2","100.00","97","97"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4443]CT24086","0","0","0","95.57","203","194"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4443]CT24086","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4443]CT24086","2","0","2","91.61","155","142"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4444]CT24032","0","0","0","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4444]CT24032","1","0","1","92.45","53","49"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4444]CT24032","2","0","2","98.82","85","84"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4445]CT24037","0","0","0","90.64","171","155"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4445]CT24037","1","0","1","100.00","64","64"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4445]CT24037","2","0","2","92.31","13","12"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4446]CT24130","0","0","0","98.41","126","124"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4446]CT24130","1","0","1","96.23","106","102"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4446]CT24130","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4447]CT24121","0","0","0","100.00","37","37"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4447]CT24121","1","0","1","98.72","78","77"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4447]CT24121","2","0","2","0.00","2","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4448]CT24161","0","0","0","100.00","11","11"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4448]CT24161","1","0","1","93.75","16","15"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4448]CT24161","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4449]CT24070","0","0","0","98.51","67","66"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4449]CT24070","1","0","1","97.44","117","114"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4449]CT24070","2","0","2","98.33","60","59"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4450]CT24077","0","0","0","92.00","25","23"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4450]CT24077","1","0","1","97.27","660","642"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4450]CT24077","2","0","2","98.38","557","548"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4452]CT24038","0","0","0","96.15","26","25"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4452]CT24038","1","0","1","100.00","167","167"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4452]CT24038","2","0","2","88.24","17","15"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4453]CT24072","0","0","0","99.80","489","488"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4453]CT24072","1","0","1","99.79","487","486"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4453]CT24072","2","0","2","92.47","332","307"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4454]CT24053","0","0","0","99.15","118","117"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4454]CT24053","1","0","1","97.39","230","224"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4454]CT24053","2","0","2","100.00","97","97"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4456]CT24129","0","0","0","100.00","107","107"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4456]CT24129","1","0","1","98.39","62","61"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4456]CT24129","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4457]CT24109","0","0","0","99.26","272","270"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4457]CT24109","1","0","1","97.87","188","184"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4457]CT24109","2","0","2","99.41","169","168"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4458]CT24052","0","0","0","100.00","17","17"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4458]CT24052","1","0","1","98.32","119","117"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4458]CT24052","2","0","2","94.29","35","33"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4459]CT24025","0","0","0","96.24","213","205"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4459]CT24025","1","0","1","100.00","134","134"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4459]CT24025","2","0","2","100.00","123","123"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4460]CT24023","0","0","0","97.30","148","144"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4460]CT24023","1","0","1","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4460]CT24023","2","0","2","94.20","69","65"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4461]CT24071","0","0","0","99.61","256","255"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4461]CT24071","1","0","1","94.29","35","33"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4461]CT24071","2","0","2","98.34","301","296"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4462]CT24092","0","0","0","96.99","166","161"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4462]CT24092","1","0","1","100.00","29","29"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4462]CT24092","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4463]CT24079","0","0","0","97.91","239","234"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4463]CT24079","1","0","1","90.67","75","68"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4463]CT24079","2","0","2","96.61","59","57"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4464]CT24022","0","0","0","97.71","175","171"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4464]CT24022","1","0","1","100.00","49","49"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4464]CT24022","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4465]CT24040","0","0","0","100.00","230","230"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4465]CT24040","1","0","1","98.17","545","535"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4465]CT24040","2","0","2","98.74","554","547"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4466]CT24067","0","0","0","100.00","163","163"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4466]CT24067","1","0","1","99.61","515","513"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4466]CT24067","2","0","2","98.39","435","428"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4468]CT24112","0","0","0","99.45","726","722"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4468]CT24112","1","0","1","100.00","25","25"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4468]CT24112","2","0","2","98.20","721","708"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4469]CT24149","0","0","0","99.23","1044","1036"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4469]CT24149","1","0","1","98.28","290","285"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4469]CT24149","2","0","2","94.44","36","34"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4470]CT24030","0","0","0","95.21","167","159"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4470]CT24030","1","0","1","99.53","426","424"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4470]CT24030","2","0","2","0.00","1","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4471]CT24073","0","0","0","99.28","138","137"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4471]CT24073","1","0","1","100.00","98","98"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4471]CT24073","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4472]CT24091","0","0","0","94.81","77","73"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4472]CT24091","1","0","1","100.00","16","16"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4472]CT24091","2","0","2","100.00","123","123"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4473]CT24126","0","0","0","98.56","208","205"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4473]CT24126","1","0","1","97.99","249","244"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4473]CT24126","2","0","2","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4474]CT24127","0","0","0","93.26","89","83"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4474]CT24127","1","0","1","90.57","53","48"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4474]CT24127","2","0","2","97.32","857","834"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4475]CT24147","0","0","0","99.34","455","452"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4475]CT24147","1","0","1","98.76","884","873"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4475]CT24147","2","0","2","97.92","96","94"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4476]CT24090","0","0","0","98.38","247","243"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4476]CT24090","1","0","1","89.08","476","424"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4476]CT24090","2","0","2","97.67","43","42"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4478]CT24115","0","0","0","100.00","82","82"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4478]CT24115","1","0","1","100.00","13","13"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4478]CT24115","2","0","2","99.68","315","314"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4479]CT24157","0","0","0","100.00","43","43"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4479]CT24157","1","0","1","100.00","99","99"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4479]CT24157","2","0","2","95.83","96","92"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4480]CT24076","0","0","0","100.00","0","0"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4480]CT24076","1","0","1","100.00","173","173"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4480]CT24076","2","0","2","99.77","429","428"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4482]CT24029","0","0","0","99.19","246","244"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4482]CT24029","1","0","1","100.00","216","216"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4482]CT24029","2","0","2","99.24","262","260"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4483]CT24014","0","0","0","91.01","89","81"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4483]CT24014","1","0","1","100.00","12","12"
"2016-09-25","[100001]CNO2","[2]CTG","-","[4483]CT24014","2","0","2","99.04","104","103"
