"Begin Time","SERVER","DISTRICT","GROUP","SYSTEM","CELL","CARRIER","BS","Handover Success Rate (%)-N  ","Number  of Attempted handover","Number  of Successful handover"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2127]DH17059","0","0","0","100.000","16","16"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2127]DH17059","1","0","1","96.842","95","92"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2127]DH17059","2","0","2","100.000","35","35"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2129]DH17060","0","0","0","100.000","28","28"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2129]DH17060","1","0","1","100.000","41","41"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2129]DH17060","2","0","2","100.000","40","40"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2130]DH17183","1","0","1","100.000","26","26"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2130]DH17183","2","0","2","95.238","21","20"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2132]DH17093","0","0","0","97.500","40","39"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2132]DH17093","1","0","1","100.000","21","21"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2132]DH17093","2","0","2","100.000","116","116"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2133]DH17214","0","0","0","99.714","699","697"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2133]DH17214","1","0","1","99.192","619","614"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2133]DH17214","2","0","2","94.937","237","225"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2135]DH17182","0","0","0","100.000","14","14"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2135]DH17182","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2135]DH17182","2","0","2","100.000","26","26"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2136]DH17185","0","0","0","100.000","66","66"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2136]DH17185","1","0","1","98.077","52","51"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2136]DH17185","2","0","2","99.459","185","184"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2139]DH17096","0","0","0","100.000","63","63"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2139]DH17096","1","0","1","96.636","327","316"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2139]DH17096","2","0","2","97.561","41","40"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2141]DH17212","0","0","0","0.000","436","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2141]DH17212","1","0","1","98.413","63","62"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2141]DH17212","2","0","2","0.000","779","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2142]DH17172","0","0","0","100.000","181","181"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2142]DH17172","1","0","1","83.019","53","44"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2142]DH17172","2","0","2","100.000","33","33"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2150]DH17244","0","0","0","97.030","101","98"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2150]DH17244","1","0","1","98.160","163","160"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2150]DH17244","2","0","2","88.372","86","76"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2151]DH17169","0","0","0","100.000","23","23"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2151]DH17169","1","0","1","100.000","42","42"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2151]DH17169","2","0","2","100.000","172","172"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2152]DH17234","0","0","0","97.590","83","81"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2152]DH17234","1","0","1","100.000","3","3"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2152]DH17234","2","0","2","100.000","34","34"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2153]DH17254","0","0","0","93.939","33","31"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2153]DH17254","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2153]DH17254","2","0","2","100.000","21","21"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2155]DH17278","0","0","0","100.000","16","16"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2155]DH17278","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2155]DH17278","2","0","2","100.000","79","79"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2158]DH17195","0","0","0","100.000","106","106"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2158]DH17195","1","0","1","100.000","550","550"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2158]DH17195","2","0","2","94.631","149","141"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2159]DH17245","0","0","0","90.000","10","9"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2159]DH17245","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2159]DH17245","2","0","2","66.667","21","14"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2161]DH17068","0","0","0","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2161]DH17068","1","0","1","98.810","168","166"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2161]DH17068","2","0","2","93.401","197","184"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2162]DH17074","0","0","0","96.471","170","164"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2162]DH17074","1","0","1","100.000","46","46"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2162]DH17074","2","0","2","100.000","27","27"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2163]DH17075","0","0","0","100.000","165","165"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2163]DH17075","1","0","1","97.333","75","73"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2163]DH17075","2","0","2","94.286","140","132"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2165]DH17186","0","0","0","95.652","46","44"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2165]DH17186","1","0","1","100.000","45","45"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2165]DH17186","2","0","2","100.000","95","95"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2168]DH17057","0","0","0","100.000","23","23"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2168]DH17057","1","0","1","100.000","69","69"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2168]DH17057","2","0","2","75.000","4","3"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2169]DH17248","0","0","0","100.000","43","43"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2169]DH17248","1","0","1","96.341","82","79"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2169]DH17248","2","0","2","100.000","19","19"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2171]DH17259","0","0","0","100.000","89","89"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2171]DH17259","1","0","1","100.000","69","69"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2171]DH17259","2","0","2","96.939","98","95"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2172]DH17260","0","0","0","100.000","15","15"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2172]DH17260","2","0","2","54.839","31","17"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2173]DH17168","0","0","0","100.000","22","22"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2173]DH17168","1","0","1","85.714","42","36"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2173]DH17168","2","0","2","100.000","19","19"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2174]DH17264","1","0","1","88.235","34","30"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2174]DH17264","2","0","2","25.481","208","53"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2175]DH17164","0","0","0","100.000","18","18"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2175]DH17164","1","0","1","100.000","42","42"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2175]DH17164","2","0","2","100.000","5","5"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2176]DH17295","0","0","0","98.305","295","290"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2176]DH17295","1","0","1","98.058","103","101"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2176]DH17295","2","0","2","100.000","337","337"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2186]DH17102","0","0","0","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2186]DH17102","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2186]DH17102","2","0","2","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2187]DH17058","0","0","0","100.000","16","16"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2187]DH17058","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2187]DH17058","2","0","2","100.000","6","6"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2196]DH17078","0","0","0","100.000","19","19"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2196]DH17078","1","0","1","100.000","2","2"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2196]DH17078","2","0","2","100.000","9","9"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2197]DH17262","0","0","0","100.000","40","40"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2197]DH17262","1","0","1","98.305","118","116"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2197]DH17262","2","0","2","97.778","90","88"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2198]DH17243","0","0","0","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2198]DH17243","1","0","1","100.000","52","52"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2198]DH17243","2","0","2","94.340","106","100"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2199]DH17180","1","0","1","94.444","18","17"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2199]DH17180","2","0","2","93.617","47","44"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2200]DH17177","0","0","0","100.000","34","34"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2200]DH17177","1","0","1","100.000","184","184"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2200]DH17177","2","0","2","100.000","190","190"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2201]DH17213","0","0","0","100.000","8","8"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2201]DH17213","1","0","1","100.000","6","6"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2201]DH17213","2","0","2","100.000","10","10"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2202]DH17175","0","0","0","100.000","1","1"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2202]DH17175","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2202]DH17175","2","0","2","100.000","28","28"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2203]DH17256","0","0","0","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2203]DH17256","1","0","1","100.000","9","9"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2203]DH17256","2","0","2","83.333","24","20"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2204]DH17120","0","0","0","100.000","38","38"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2204]DH17120","1","0","1","100.000","37","37"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2204]DH17120","2","0","2","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2205]DH17062","0","0","0","92.593","162","150"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2205]DH17062","1","0","1","99.552","223","222"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2205]DH17062","2","0","2","100.000","92","92"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2209]DH17043","0","0","0","100.000","70","70"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2209]DH17043","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2209]DH17043","2","0","2","100.000","30","30"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2213]DH17250","0","0","0","100.000","9","9"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2213]DH17250","1","0","1","100.000","15","15"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2213]DH17250","2","0","2","0.000","37","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2215]DH17197","0","0","0","100.000","27","27"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2215]DH17197","1","0","1","62.963","27","17"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2215]DH17197","2","0","2","100.000","94","94"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2217]DH17238","0","0","0","80.000","10","8"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2217]DH17238","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2217]DH17238","2","0","2","100.000","21","21"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2218]DH17253","0","0","0","54.167","24","13"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2218]DH17253","1","0","1","60.000","5","3"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2218]DH17253","2","0","2","57.143","28","16"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2219]DH17282","0","0","0","90.000","10","9"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2219]DH17282","1","0","1","96.000","25","24"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2219]DH17282","2","0","2","96.429","112","108"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2220]DH17241","0","0","0","95.652","23","22"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2220]DH17241","1","0","1","73.077","26","19"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2220]DH17241","2","0","2","100.000","29","29"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2221]DH17242","0","0","0","100.000","30","30"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2221]DH17242","1","0","1","93.333","15","14"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2221]DH17242","2","0","2","100.000","41","41"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2222]DH17215","0","0","0","84.524","84","71"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2222]DH17215","1","0","1","100.000","151","151"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2222]DH17215","2","0","2","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2223]DH17258","0","0","0","100.000","29","29"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2223]DH17258","1","0","1","100.000","19","19"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2223]DH17258","2","0","2","98.649","74","73"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2225]DH17072","0","0","0","97.368","38","37"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2225]DH17072","2","0","2","86.207","58","50"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2232]DH17271","0","0","0","94.118","34","32"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2232]DH17271","1","0","1","85.714","35","30"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2232]DH17271","2","0","2","100.000","17","17"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2233]DH17165","0","0","0","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2233]DH17165","1","0","1","98.611","72","71"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2233]DH17165","2","0","2","100.000","14","14"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2234]DH17170","0","0","0","100.000","41","41"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2234]DH17170","1","0","1","100.000","56","56"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2234]DH17170","2","0","2","100.000","11","11"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2235]DH17171","0","0","0","100.000","19","19"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2235]DH17171","1","0","1","96.250","80","77"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2235]DH17171","2","0","2","100.000","70","70"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2236]DH17173","0","0","0","100.000","63","63"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2236]DH17173","1","0","1","97.826","46","45"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2236]DH17173","2","0","2","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2237]DH17239","0","0","0","100.000","5","5"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2237]DH17239","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2237]DH17239","2","0","2","88.636","88","78"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2238]DH17076","0","0","0","100.000","125","125"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2238]DH17076","1","0","1","100.000","62","62"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2238]DH17076","2","0","2","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2240]DH17181","0","0","0","100.000","18","18"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2240]DH17181","1","0","1","100.000","43","43"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2240]DH17181","2","0","2","95.833","24","23"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2241]DH17300","0","0","0","100.000","183","183"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2241]DH17300","1","0","1","94.737","19","18"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2241]DH17300","2","0","2","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2242]DH17265","0","0","0","100.000","5","5"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2242]DH17265","1","0","1","100.000","1","1"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2242]DH17265","2","0","2","94.118","17","16"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2243]DH17097","0","0","0","100.000","11","11"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2243]DH17097","1","0","1","100.000","7","7"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2243]DH17097","2","0","2","100.000","4","4"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2245]DH17118","0","0","0","100.000","9","9"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2245]DH17118","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2245]DH17118","2","0","2","100.000","34","34"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2247]DH17266","0","0","0","100.000","73","73"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2247]DH17266","1","0","1","87.500","96","84"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2247]DH17266","2","0","2","100.000","16","16"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2248]DH17284","0","0","0","51.852","27","14"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2248]DH17284","1","0","1","100.000","597","597"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2248]DH17284","2","0","2","99.851","669","668"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2250]DH17232","0","0","0","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2250]DH17232","1","0","1","100.000","3","3"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2250]DH17232","2","0","2","0.000","1","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2251]DH17205","0","0","0","100.000","41","41"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2251]DH17205","1","0","1","100.000","7","7"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2251]DH17205","2","0","2","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2252]DH17206","0","0","0","100.000","6","6"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2252]DH17206","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2252]DH17206","2","0","2","100.000","122","122"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2253]DH17151","0","0","0","100.000","24","24"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2253]DH17151","1","0","1","100.000","11","11"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2253]DH17151","2","0","2","100.000","23","23"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2254]DH17055","0","0","0","99.200","125","124"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2254]DH17055","1","0","1","100.000","33","33"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2254]DH17055","2","0","2","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2256]DH17297","0","0","0","100.000","200","200"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2256]DH17297","1","0","1","100.000","20","20"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2256]DH17297","2","0","2","100.000","9","9"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2257]DH17302","0","0","0","100.000","96","96"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2257]DH17302","1","0","1","100.000","119","119"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2257]DH17302","2","0","2","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2258]DH17211","0","0","0","99.187","123","122"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2258]DH17211","1","0","1","100.000","5","5"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2258]DH17211","2","0","2","87.500","16","14"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2260]DH17307","0","0","0","100.000","36","36"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2260]DH17307","1","0","1","100.000","17","17"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2260]DH17307","2","0","2","94.118","51","48"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2261]DH17291","0","0","0","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2261]DH17291","1","0","1","100.000","144","144"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2261]DH17291","2","0","2","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2263]DH17304","0","0","0","98.113","53","52"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2263]DH17304","1","0","1","94.231","52","49"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2263]DH17304","2","0","2","100.000","46","46"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2264]DH17192","0","0","0","100.000","31","31"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2264]DH17192","1","0","1","97.849","93","91"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2264]DH17192","2","0","2","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2265]DH17190","0","0","0","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2265]DH17190","1","0","1","100.000","11","11"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2265]DH17190","2","0","2","66.667","3","2"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2266]DH17218","0","0","0","96.875","32","31"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2266]DH17218","1","0","1","100.000","0","0"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2266]DH17218","2","0","2","98.113","53","52"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2267]DH17100","0","0","0","100.000","42","42"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2267]DH17100","1","0","1","96.124","129","124"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2267]DH17100","2","0","2","96.491","57","55"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2268]DH17189","0","0","0","91.667","48","44"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2268]DH17189","1","0","1","100.000","146","146"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2268]DH17189","2","0","2","100.000","152","152"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2269]DH17193","0","0","0","100.000","72","72"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2269]DH17193","1","0","1","100.000","1","1"
"2016-09-26","[100000]CNO2","[1]DHAKA-BBUB","-","[2269]DH17193","2","0","2","94.444","18","17"
